leading_license_id;subordinate_license_id;leading_copyleft_status;subordinate_copyleft_status;osadl_compatibility;explanation
BlueOak-1.0.0;MS-RL;No;Yes (restricted);No;"Software under a copyleft license such as the MS-RL license normally cannot be redistributed under a non-copyleft license such as the BlueOak-1.0.0 license, except if it were explicitly permitted in the licenses."
BlueOak-1.0.0;NBPL-1.0;No;No;Yes;"Non-copyleft licenses such as the NBPL-1.0 license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;NCSA;No;No;Yes;"Non-copyleft licenses such as the NCSA license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;NTP;No;No;Yes;"Non-copyleft licenses such as the NTP license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;OGC-1.0;No;No;Yes;"Non-copyleft licenses such as the OGC-1.0 license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;OLDAP-2.8;No;No;Yes;"Non-copyleft licenses such as the OLDAP-2.8 license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;OpenSSL;No;Questionable;Unknown;"The final statement of the appended SSLeay License &quot;The licence and distribution terms for any publically available version or derivative of this code cannot be changed&quot; normally must be interpreted as a copyleft clause, but there is no general consensus on this interpretation. Therefore, a recommendation on the compatibility of the OpenSSL license can only be given for selected cases. Interpretation: The final statement of the appended SSLeay License &quot;The licence and distribution terms for any publically available version or derivative of this code cannot be changed&quot; normally must be interpreted as a copyleft clause, but there is no general consensus on this interpretation. Therefore, a recommendation on the compatibility of the OpenSSL license can only be given for selected cases."
BlueOak-1.0.0;OSL-3.0;No;Yes;No;"Software under a copyleft license such as the OSL-3.0 license normally cannot be redistributed under a non-copyleft license such as the BlueOak-1.0.0 license, except if it were explicitly permitted in the licenses."
BlueOak-1.0.0;PHP-3.01;No;No;Yes;"Non-copyleft licenses such as the PHP-3.01 license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;PostgreSQL;No;No;Yes;"Non-copyleft licenses such as the PostgreSQL license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;Python-2.0;No;No;Yes;"Non-copyleft licenses such as the Python-2.0 license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;Qhull;No;No;Yes;"Non-copyleft licenses such as the Qhull license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;RSA-MD;No;No;Yes;"Non-copyleft licenses such as the RSA-MD license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;Saxpath;No;No;Yes;"Non-copyleft licenses such as the Saxpath license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;SGI-B-2.0;No;No;Yes;"Non-copyleft licenses such as the SGI-B-2.0 license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;Sleepycat;No;Yes;No;"Software under a copyleft license such as the Sleepycat license normally cannot be redistributed under a non-copyleft license such as the BlueOak-1.0.0 license, except if it were explicitly permitted in the licenses."
BlueOak-1.0.0;SMLNJ;No;No;Yes;"Non-copyleft licenses such as the SMLNJ license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;Spencer-86;No;No;Yes;"Non-copyleft licenses such as the Spencer-86 license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;SSH-OpenSSH;No;No;Yes;"Non-copyleft licenses such as the SSH-OpenSSH license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;SSH-short;No;No;Yes;"Non-copyleft licenses such as the SSH-short license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;SunPro;No;No;Yes;"Non-copyleft licenses such as the SunPro license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;Unicode-DFS-2015;No;No;Yes;"Non-copyleft licenses such as the Unicode-DFS-2015 license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;Unicode-DFS-2016;No;No;Yes;"Non-copyleft licenses such as the Unicode-DFS-2016 license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;Unlicense;No;No;Yes;"Non-copyleft licenses such as the Unlicense license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;UPL-1.0;No;No;Yes;"Non-copyleft licenses such as the UPL-1.0 license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;W3C;No;No;Yes;"Non-copyleft licenses such as the W3C license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;W3C-19980720;No;No;Yes;"Non-copyleft licenses such as the W3C-19980720 license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;W3C-20150513;No;No;Yes;"Non-copyleft licenses such as the W3C-20150513 license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;WTFPL;No;No;Yes;"Non-copyleft licenses such as the WTFPL license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;X11;No;No;Yes;"Non-copyleft licenses such as the X11 license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;XFree86-1.1;No;No;Yes;"Non-copyleft licenses such as the XFree86-1.1 license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;Zlib;No;No;Yes;"Non-copyleft licenses such as the Zlib license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;zlib-acknowledgement;No;No;Yes;"Non-copyleft licenses such as the zlib-acknowledgement license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BlueOak-1.0.0;ZPL-2.0;No;No;Yes;"Non-copyleft licenses such as the ZPL-2.0 license and the BlueOak-1.0.0 license are generally considered mutually compatible."
BSD-1-Clause;0BSD;No;No;Yes;"Non-copyleft licenses such as the 0BSD license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;AFL-2.0;No;No;Yes;"Non-copyleft licenses such as the AFL-2.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;AFL-2.1;No;No;Yes;"Non-copyleft licenses such as the AFL-2.1 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;AFL-3.0;No;No;Yes;"Non-copyleft licenses such as the AFL-3.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;AGPL-3.0-only;No;Yes;No;"Software under a copyleft license such as the AGPL-3.0-only license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;AGPL-3.0-or-later;No;Yes;No;"Software under a copyleft license such as the AGPL-3.0-or-later license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;Apache-1.0;No;No;Yes;"Non-copyleft licenses such as the Apache-1.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Apache-1.1;No;No;Yes;"Non-copyleft licenses such as the Apache-1.1 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Apache-2.0;No;No;Yes;"Non-copyleft licenses such as the Apache-2.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Artistic-1.0;No;No;Yes;"Non-copyleft licenses such as the Artistic-1.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Artistic-1.0-Perl;No;No;Yes;"Non-copyleft licenses such as the Artistic-1.0-Perl license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Artistic-2.0;No;No;Yes;"Non-copyleft licenses such as the Artistic-2.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Bitstream-Vera;No;No;Yes;"Non-copyleft licenses such as the Bitstream-Vera license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;blessing;No;No;Yes;"Non-copyleft licenses such as the blessing license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;BlueOak-1.0.0;No;No;Yes;"Non-copyleft licenses such as the BlueOak-1.0.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;BSD-2-Clause;No;No;Yes;"Non-copyleft licenses such as the BSD-2-Clause license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;BSD-2-Clause-Patent;No;No;Yes;"Non-copyleft licenses such as the BSD-2-Clause-Patent license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;BSD-3-Clause;No;No;Yes;"Non-copyleft licenses such as the BSD-3-Clause license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;BSD-3-Clause-Open-MPI;No;No;Yes;"Non-copyleft licenses such as the BSD-3-Clause-Open-MPI license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;BSD-4-Clause;No;No;Yes;"Non-copyleft licenses such as the BSD-4-Clause license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;BSD-4-Clause-UC;No;No;Yes;"Non-copyleft licenses such as the BSD-4-Clause-UC license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;BSD-4.3TAHOE;No;No;Yes;"Non-copyleft licenses such as the BSD-4.3TAHOE license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;BSD-Source-Code;No;No;Yes;"Non-copyleft licenses such as the BSD-Source-Code license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;BSL-1.0;No;No;Yes;"Non-copyleft licenses such as the BSL-1.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;bzip2-1.0.5;No;No;Yes;"Non-copyleft licenses such as the bzip2-1.0.5 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;bzip2-1.0.6;No;No;Yes;"Non-copyleft licenses such as the bzip2-1.0.6 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;CC-BY-2.5;No;No;Yes;"Non-copyleft licenses such as the CC-BY-2.5 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;CC-BY-3.0;No;No;Yes;"Non-copyleft licenses such as the CC-BY-3.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;CDDL-1.0;No;Yes (restricted);No;"Software under a copyleft license such as the CDDL-1.0 license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;CDDL-1.1;No;Yes (restricted);No;"Software under a copyleft license such as the CDDL-1.1 license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;CPL-1.0;No;Yes;No;"Software under a copyleft license such as the CPL-1.0 license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;curl;No;No;Yes;"Non-copyleft licenses such as the curl license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;ECL-1.0;No;No;Yes;"Non-copyleft licenses such as the ECL-1.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;ECL-2.0;No;No;Yes;"Non-copyleft licenses such as the ECL-2.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;EFL-2.0;No;No;Yes;"Non-copyleft licenses such as the EFL-2.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;EPL-1.0;No;Yes;No;"Software under a copyleft license such as the EPL-1.0 license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;EPL-2.0;No;Yes (restricted);No;"Software under a copyleft license such as the EPL-2.0 license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;EUPL-1.1;No;Yes;No;"Software under a copyleft license such as the EUPL-1.1 license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;EUPL-1.2;No;Yes;No;"Software under a copyleft license such as the EUPL-1.2 license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;FSFAP;No;No;Yes;"Non-copyleft licenses such as the FSFAP license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;FSFUL;No;No;Yes;"Non-copyleft licenses such as the FSFUL license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;FSFULLR;No;No;Yes;"Non-copyleft licenses such as the FSFULLR license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;FSFULLRWD;No;No;Yes;"Non-copyleft licenses such as the FSFULLRWD license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;FTL;No;No;Yes;"Non-copyleft licenses such as the FTL license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;GPL-1.0-only;No;Yes;No;"Software under a copyleft license such as the GPL-1.0-only license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;GPL-1.0-or-later;No;Yes;No;"Software under a copyleft license such as the GPL-1.0-or-later license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;GPL-2.0-only;No;Yes;No;"Software under a copyleft license such as the GPL-2.0-only license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;GPL-2.0-only WITH Classpath-exception-2.0;No;Yes (restricted);No;"Software under a copyleft license such as the GPL-2.0-only WITH Classpath-exception-2.0 license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;GPL-2.0-or-later;No;Yes;No;"Software under a copyleft license such as the GPL-2.0-or-later license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;GPL-3.0-only;No;Yes;No;"Software under a copyleft license such as the GPL-3.0-only license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;GPL-3.0-or-later;No;Yes;No;"Software under a copyleft license such as the GPL-3.0-or-later license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;HPND;No;No;Yes;"Non-copyleft licenses such as the HPND license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;IBM-pibs;No;No;Yes;"Non-copyleft licenses such as the IBM-pibs license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;ICU;No;No;Yes;"Non-copyleft licenses such as the ICU license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;IJG;No;No;Yes;"Non-copyleft licenses such as the IJG license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;ImageMagick;No;No;Yes;"Non-copyleft licenses such as the ImageMagick license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Info-ZIP;No;No;Yes;"Non-copyleft licenses such as the Info-ZIP license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;IPL-1.0;No;Yes;No;"Software under a copyleft license such as the IPL-1.0 license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;ISC;No;No;Yes;"Non-copyleft licenses such as the ISC license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;JasPer-2.0;No;No;Yes;"Non-copyleft licenses such as the JasPer-2.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;LGPL-2.0-only;No;Yes (restricted);No;"Software under a copyleft license such as the LGPL-2.0-only license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;LGPL-2.0-or-later;No;Yes (restricted);No;"Software under a copyleft license such as the LGPL-2.0-or-later license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;LGPL-2.1-only;No;Yes (restricted);No;"Software under a copyleft license such as the LGPL-2.1-only license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;LGPL-2.1-or-later;No;Yes (restricted);No;"Software under a copyleft license such as the LGPL-2.1-or-later license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;LGPL-3.0-only;No;Yes (restricted);No;"Software under a copyleft license such as the LGPL-3.0-only license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;LGPL-3.0-or-later;No;Yes (restricted);No;"Software under a copyleft license such as the LGPL-3.0-or-later license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;Libpng;No;No;Yes;"Non-copyleft licenses such as the Libpng license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;libpng-2.0;No;No;Yes;"Non-copyleft licenses such as the libpng-2.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;libtiff;No;No;Yes;"Non-copyleft licenses such as the libtiff license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;LicenseRef-scancode-bsla-no-advert;No;No;Yes;"Non-copyleft licenses such as the LicenseRef-scancode-bsla-no-advert license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;LicenseRef-scancode-info-zip-2003-05;No;No;Yes;"Non-copyleft licenses such as the LicenseRef-scancode-info-zip-2003-05 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;LicenseRef-scancode-ppp;No;No;Yes;"Non-copyleft licenses such as the LicenseRef-scancode-ppp license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Minpack;No;No;Yes;"Non-copyleft licenses such as the Minpack license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;MirOS;No;No;Yes;"Non-copyleft licenses such as the MirOS license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;MIT;No;No;Yes;"Non-copyleft licenses such as the MIT license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;MIT-0;No;No;Yes;"Non-copyleft licenses such as the MIT-0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;MIT-CMU;No;No;Yes;"Non-copyleft licenses such as the MIT-CMU license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;MPL-1.1;No;Yes (restricted);No;"Software under a copyleft license such as the MPL-1.1 license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;MPL-2.0;No;Yes (restricted);No;"Software under a copyleft license such as the MPL-2.0 license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;MPL-2.0-no-copyleft-exception;No;Yes (restricted);No;"Software under a copyleft license such as the MPL-2.0-no-copyleft-exception license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;MS-PL;No;Questionable;Unknown;"It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases. Interpretation: It is unclear whether &quot;any portion of the software&quot; assumes code changes and additions that also must be distributed &quot;only under this license&quot;. In addition, a &quot;license that complies with this license&quot; may or may not be interpreted as a copyleft clause. If not, the copyleft condition would depend on the mode of delivery which would require a case-by-case assessment. Therefore, a general recommendation on the compatibility of the MS-PL license can only be given for selected cases."
BSD-1-Clause;MS-RL;No;Yes (restricted);No;"Software under a copyleft license such as the MS-RL license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;NBPL-1.0;No;No;Yes;"Non-copyleft licenses such as the NBPL-1.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;NCSA;No;No;Yes;"Non-copyleft licenses such as the NCSA license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;NTP;No;No;Yes;"Non-copyleft licenses such as the NTP license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;OGC-1.0;No;No;Yes;"Non-copyleft licenses such as the OGC-1.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;OLDAP-2.8;No;No;Yes;"Non-copyleft licenses such as the OLDAP-2.8 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;OpenSSL;No;Questionable;Unknown;"The final statement of the appended SSLeay License &quot;The licence and distribution terms for any publically available version or derivative of this code cannot be changed&quot; normally must be interpreted as a copyleft clause, but there is no general consensus on this interpretation. Therefore, a recommendation on the compatibility of the OpenSSL license can only be given for selected cases. Interpretation: The final statement of the appended SSLeay License &quot;The licence and distribution terms for any publically available version or derivative of this code cannot be changed&quot; normally must be interpreted as a copyleft clause, but there is no general consensus on this interpretation. Therefore, a recommendation on the compatibility of the OpenSSL license can only be given for selected cases."
BSD-1-Clause;OSL-3.0;No;Yes;No;"Software under a copyleft license such as the OSL-3.0 license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;PHP-3.01;No;No;Yes;"Non-copyleft licenses such as the PHP-3.01 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;PostgreSQL;No;No;Yes;"Non-copyleft licenses such as the PostgreSQL license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Python-2.0;No;No;Yes;"Non-copyleft licenses such as the Python-2.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Qhull;No;No;Yes;"Non-copyleft licenses such as the Qhull license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;RSA-MD;No;No;Yes;"Non-copyleft licenses such as the RSA-MD license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Saxpath;No;No;Yes;"Non-copyleft licenses such as the Saxpath license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;SGI-B-2.0;No;No;Yes;"Non-copyleft licenses such as the SGI-B-2.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Sleepycat;No;Yes;No;"Software under a copyleft license such as the Sleepycat license normally cannot be redistributed under a non-copyleft license such as the BSD-1-Clause license, except if it were explicitly permitted in the licenses."
BSD-1-Clause;SMLNJ;No;No;Yes;"Non-copyleft licenses such as the SMLNJ license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Spencer-86;No;No;Yes;"Non-copyleft licenses such as the Spencer-86 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;SSH-OpenSSH;No;No;Yes;"Non-copyleft licenses such as the SSH-OpenSSH license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;SSH-short;No;No;Yes;"Non-copyleft licenses such as the SSH-short license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;SunPro;No;No;Yes;"Non-copyleft licenses such as the SunPro license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Unicode-DFS-2015;No;No;Yes;"Non-copyleft licenses such as the Unicode-DFS-2015 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Unicode-DFS-2016;No;No;Yes;"Non-copyleft licenses such as the Unicode-DFS-2016 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Unlicense;No;No;Yes;"Non-copyleft licenses such as the Unlicense license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;UPL-1.0;No;No;Yes;"Non-copyleft licenses such as the UPL-1.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;W3C;No;No;Yes;"Non-copyleft licenses such as the W3C license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;W3C-19980720;No;No;Yes;"Non-copyleft licenses such as the W3C-19980720 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;W3C-20150513;No;No;Yes;"Non-copyleft licenses such as the W3C-20150513 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;WTFPL;No;No;Yes;"Non-copyleft licenses such as the WTFPL license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;X11;No;No;Yes;"Non-copyleft licenses such as the X11 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;XFree86-1.1;No;No;Yes;"Non-copyleft licenses such as the XFree86-1.1 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;Zlib;No;No;Yes;"Non-copyleft licenses such as the Zlib license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;zlib-acknowledgement;No;No;Yes;"Non-copyleft licenses such as the zlib-acknowledgement license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-1-Clause;ZPL-2.0;No;No;Yes;"Non-copyleft licenses such as the ZPL-2.0 license and the BSD-1-Clause license are generally considered mutually compatible."
BSD-2-Clause;0BSD;No;No;Yes;"Non-copyleft licenses such as the 0BSD license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;AFL-2.0;No;No;Yes;"Non-copyleft licenses such as the AFL-2.0 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;AFL-2.1;No;No;Yes;"Non-copyleft licenses such as the AFL-2.1 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;AFL-3.0;No;No;Yes;"Non-copyleft licenses such as the AFL-3.0 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;AGPL-3.0-only;No;Yes;No;"Software under a copyleft license such as the AGPL-3.0-only license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;AGPL-3.0-or-later;No;Yes;No;"Software under a copyleft license such as the AGPL-3.0-or-later license normally cannot be redistributed under a non-copyleft license such as the BSD-2-Clause license, except if it were explicitly permitted in the licenses."
BSD-2-Clause;Apache-1.0;No;No;Yes;"Non-copyleft licenses such as the Apache-1.0 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;Apache-1.1;No;No;Yes;"Non-copyleft licenses such as the Apache-1.1 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;Apache-2.0;No;No;Yes;"Non-copyleft licenses such as the Apache-2.0 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;Artistic-1.0;No;No;Yes;"Non-copyleft licenses such as the Artistic-1.0 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;Artistic-1.0-Perl;No;No;Yes;"Non-copyleft licenses such as the Artistic-1.0-Perl license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;Artistic-2.0;No;No;Yes;"Non-copyleft licenses such as the Artistic-2.0 license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;Bitstream-Vera;No;No;Yes;"Non-copyleft licenses such as the Bitstream-Vera license and the BSD-2-Clause license are generally considered mutually compatible."
BSD-2-Clause;blessing;No;No;Yes;"Non-copyleft licenses such as the blessing license and the BSD-2-Clause license are generally considered mutually compatible."
